review_text,rating,author,date,nama desa wisata,provinsi
"Luar biasa,  desa yg sangat elok nan indah.
Ingin rasanya kembali berkunjung kesini lagi.",5,rizky rukawa,2025-04-19T02:38:09.604Z,Nagari Pariangan,Sumatera Barat
Mantap,4,Roby Ganteng,2025-04-17T10:56:18.942Z,Nagari Pariangan,Sumatera Barat
Indah sekali,4,andi ko,2025-04-15T01:46:56.781Z,Nagari Pariangan,Sumatera Barat
Uar biasa indahnya,5,Achmad Riadh,2025-04-09T22:12:37.394Z,Nagari Pariangan,Sumatera Barat
"Makanan nya sesuai standar,",5,romi hasani,2025-04-04T18:55:30.435Z,Nagari Pariangan,Sumatera Barat
Lebih teratur dan semoga selalu terawat,5,Fahma Aziza,2025-04-03T13:06:25.392Z,Nagari Pariangan,Sumatera Barat
Lebaran tahun 2025 Bawak anak anak melihat indah nya nagari pariangan,1,Biyora brt,2025-04-03T09:12:38.980Z,Nagari Pariangan,Sumatera Barat
Indah sekali,5,Ricky Asman,2025-04-02T14:39:29.942Z,Nagari Pariangan,Sumatera Barat
Nice view,5,rusdiantoro,2025-03-31T08:52:20.019Z,Nagari Pariangan,Sumatera Barat
Desa yang masih alami dengan pemandangan menakjubkan...,5,Ranggi Taruna,2025-03-28T23:45:08.121Z,Nagari Pariangan,Sumatera Barat
Pemandangan yg ok banget.. sesuai namanya desa terindah,5,Zoni Marsil,2025-03-12T22:32:07.337Z,Nagari Pariangan,Sumatera Barat
Sejuk hawanya dingin pemandangan indah.,5,nova rizal,2025-02-07T00:16:29.054Z,Nagari Pariangan,Sumatera Barat
"Perlu diperhatikan kebersihan lingkungannya dan sebaiknya dikelola dengan lebih baik

Hilang capek setelah sampai tujuan",5,Fatmayati,2025-02-02T07:00:34.615Z,Nagari Pariangan,Sumatera Barat
4/5,5,ZUL WAFIY,2025-02-01T08:58:21.503Z,Nagari Pariangan,Sumatera Barat
"The most beautiful village in West Sumatra.
Full of stunning green rice fields.",5,rian pasila,2025-02-01T04:47:05.983Z,Nagari Pariangan,Sumatera Barat
